Prof.;Item;AHPrice;Comp.Price;profit;profit pct
171;Discolored Healing Potion;None;8959;#¡VALOR!;
171;Lesser Invisibility Potion;1499900;265037;123,4863;
202;Whirring Bronze Gizmo;1500000;283273;121,6727;
171;Greater Nature Protection Potion;1699999;491999;120,8;
165;Onyxia Scale Cloak;1200000;117416;108,2584;
164;Iron Counterweight;1450000;379992;107,0008;
202;Deadly Scope;1990000;976125;101,3875;
171;Elixir of Detect Lesser Invisibility;None;155035;#¡VALOR!;
202;Goblin Rocket Fuel Recipe;1000000;2500;99,75;
171;Elixir of Dream Vision;None;743000;#¡VALOR!;
165;Cured Medium Hide;1000000;49050;95,095;
171;Shadow Oil;2470000;1540032;92,9968;
171;Elixir of Frost Power;None;62823;#¡VALOR!;
202;Arcane Bomb;2509999;1581615;92,8384;
171;Mageblood Potion;1999999;1093498;90,6501;
171;Elixir of Greater Intellect;1199999;302997;89,7002;
197;Gray Woolen Shirt;990000;113200;87,68;
197;Bright Yellow Shirt;999900;123134;87,6766;
171;Limited Invulnerability Potion;1959999;1083500;87,6499;
171;Rage Potion;998800;129156;86,9644;
171;Elixir of Lesser Agility;None;345039;#¡VALOR!;
165;Rugged Armor Kit;1118000;249995;86,8005;
171;Elixir of Minor Agility;None;189410;#¡VALOR!;
171;Elixir of Minor Defense;None;18816;#¡VALOR!;
202;Big Iron Bomb;1000950;188328;81,2622;
171;Elixir of Ogre's Strength;None;104040;#¡VALOR!;
171;Elixir of Poison Resistance;None;1001138;#¡VALOR!;
197;Dark Silk Shirt;999900;196368;80,3532;
197;Black Swashbuckler's Shirt;999900;216470;78,343;
171;Elixir of Tongues;None;13004;#¡VALOR!;
171;Elixir of Water Breathing;None;1743066;#¡VALOR!;
171;Elixir of Waterwalking;None;849288;#¡VALOR!;
197;Red Swashbuckler's Shirt;999900;219702;78,0198;
197;White Swashbuckler's Shirt;999900;219702;78,0198;
197;Orange Mageweave Shirt;939499;159800;77,9699;
197;Formal White Shirt;990000;219702;77,0298;
171;Fire Protection Potion;None;1499539;#¡VALOR!;
171;Mighty Rage Potion;1299995;531254;76,8741;
197;Stylish Blue Shirt;990000;226400;76,36;
171;Flask of Petrification;None;18410450;#¡VALOR!;
197;Stylish Green Shirt;990000;226400;76,36;
164;Mithril Shield Spike;1999999;1266148;73,3851;
197;Pink Mageweave Shirt;999900;279800;72,01;
171;Elixir of Brute Force;2000000;1307334;69,2666;
171;Invisibility Potion;1398000;720167;67,7833;
202;Goblin Sapper Charge;1100000;422831;67,7169;
171;Elixir of Defense;885000;215969;66,9031;
197;Tuxedo Shirt;999900;339800;66,01;
171;Major Rejuvenation Potion;1200000;586991;61,3009;
164;Truesilver Rod;690000;90740;59,926;
202;Gyromatic Micro-Adjustor;1990000;1399960;59,004;
202;Delicate Arcanite Converter;4440000;3852000;58,8;
164;Golden Rod;650000;130000;52;
197;Gloves of Spell Mastery;70000000;69494076;50,5924;
202;Bronze Framework;899998;408988;49,101;
171;Greater Holy Protection Potion;None;179199;#¡VALOR!;
171;Mighty Troll's Blood Potion;490000;4321;48,5679;
171;Frost Oil;700000;227814;47,2186;
202;Mechanical Squirrel;990000;525960;46,404;
171;Transmute: Fire to Earth;500000;47134;45,2866;
171;Gurubashi Mojo Madness;None;277743;#¡VALOR!;
171;Restorative Potion;860000;411999;44,8001;
171;Holy Protection Potion;None;181103;#¡VALOR!;
171;Greater Arcane Protection Potion;650000;203858;44,6142;
171;Nature Protection Potion;490000;54152;43,5848;
171;Swiftness Potion;665998;253602;41,2396;
171;Elixir of Giants;666666;309085;35,7581;
171;Lesser Stoneshield Potion;None;259038;#¡VALOR!;
197;Stylish Red Shirt;500000;169800;33,02;
164;Silver Rod;770000;465000;30,5;
171;Fire Oil;499500;196004;30,3496;
171;Elixir of the Mongoose;1800000;1503488;29,6512;
171;Elixir of Giant Growth;800000;504004;29,5996;
202;Mithril Frag Bomb;398000;104746;29,3254;
171;Elixir of Agility;400000;110970;28,903;
171;Elixir of Fortitude;500000;225039;27,4961;
171;Greater Frost Protection Potion;429000;171200;25,78;
171;Greater Fire Protection Potion;400000;147643;25,2357;
171;Great Rage Potion;500000;300039;19,9961;
171;Arcane Elixir;499999;308000;19,1999;
171;Elixir of Greater Agility;379999;192167;18,7832;
165;Cured Thick Hide;225000;51249;17,3751;
165;Cured Light Hide;200000;28114;17,1886;
165;Cured Heavy Hide;225000;58150;16,685;
202;Aquadynamic Fish Attractor;277778;113166;16,4612;
171;Philosophers' Stone;None;4026157;#¡VALOR!;
171;Transmute: Earth to Life;663332;500000;16,3332;
202;Bronze Tube;444443;291000;15,3443;
171;Refined Scale of Onyxia;None;20000;#¡VALOR!;
197;Runecloth Belt;400000;264187;13,5813;
197;Long Silken Cloak;300000;173236;12,6764;
171;Shadow Protection Potion;None;385040;#¡VALOR!;
171;Greater Arcane Elixir;800000;695495;10,4505;
171;Strong Troll's Blood Potion;None;149434;#¡VALOR!;
202;Solid Blasting Powder;111111;7788;10,3323;
202;Mithril Tube;791667;688500;10,3167;
171;Magic Resistance Potion;400000;302997;9,7003;
202;Solid Dynamite;150400;56855;9,3545;
164;Dense Sharpening Stone;99545;9999;8,9546;
202;Red Rocket Cluster;151000;67037;8,3963;
197;Black Mageweave Vest;350000;269700;8,03;
171;Catseye Elixir;240000;160038;7,9962;
171;Free Action Potion;1800000;1743102;5,6898;
165;Light Leather;60000;4245;5,5755;
202;Rough Blasting Powder;63491;9999;5,3492;
164;Solid Grinding Stone;66667;15576;5,1091;
164;Iron Buckle;95095;44999;5,0096;
171;Stonescale Oil;500000;450040;4,996;
197;Bolt of Runecloth;71429;24975;4,6454;
171;Elixir of Detect Undead;121200;75999;4,5201;
171;Weak Troll's Blood Potion;None;16824;#¡VALOR!;
171;Wildvine Potion;None;1048000;#¡VALOR!;
164;Dense Weightstone;60000;14994;4,5006;
197;Argent Boots;None;19611902;#¡VALOR!;
197;Argent Shoulders;None;28240000;#¡VALOR!;
197;Azure Shoulders;None;457790;#¡VALOR!;
197;Azure Silk Belt;None;418731;#¡VALOR!;
197;Azure Silk Cloak;None;269602;#¡VALOR!;
197;Azure Silk Gloves;None;468602;#¡VALOR!;
197;Azure Silk Hood;None;196368;#¡VALOR!;
202;Iron Grenade;106000;61298;4,4702;
197;Azure Silk Vest;None;316270;#¡VALOR!;
197;Barbaric Linen Vest;None;352300;#¡VALOR!;
197;Belt of the Archmage;None;69024540;#¡VALOR!;
197;Bolt of Linen Cloth;60600;16000;4,46;
202;Coarse Blasting Powder;45000;6400;3,86;
171;Minor Mana Potion;50000;11910;3,809;
197;Black Mageweave Headband;None;279800;#¡VALOR!;
202;Iron Strut;211111;179996;3,1115;
197;Black Mageweave Robe;None;229900;#¡VALOR!;
197;Black Mageweave Shoulders;None;279800;#¡VALOR!;
171;Transmute: Iron to Gold;120000;89998;3,0002;
197;Black Silk Pack;None;366170;#¡VALOR!;
202;Dense Blasting Powder;50000;19998;3,0002;
197;Bloodvine Boots;None;17655713;#¡VALOR!;
197;Bloodvine Leggings;None;17647868;#¡VALOR!;
202;Thorium Grenade;260000;238278;2,1722;
197;Blue Linen Robe;None;442000;#¡VALOR!;
197;Blue Linen Shirt;None;221000;#¡VALOR!;
197;Blue Linen Vest;None;281600;#¡VALOR!;
197;Blue Overalls;None;226400;#¡VALOR!;
164;Heavy Sharpening Stone;33494;12500;2,0994;
202;Heavy Blasting Powder;29999;12500;1,7499;
197;Bolt of Silk Cloth;23334;10400;1,2934;
164;Heavy Grinding Stone;50000;37500;1,25;
202;Hi-Impact Mithril Slugs;7000;1702;0,5298;
197;Boots of Darkness;None;421632;#¡VALOR!;
197;Boots of the Enchanter;None;1923234;#¡VALOR!;
171;Transmute: Elemental Fire;7143;2666;0,4477;
202;Thorium Tube;600000;599700;0,03;
197;Brightcloth Cloak;None;575616;#¡VALOR!;
197;Brightcloth Gloves;None;575616;#¡VALOR!;
197;Brightcloth Pants;None;1208474;#¡VALOR!;
197;Brightcloth Robe;None;647045;#¡VALOR!;
197;Brown Linen Pants;None;171100;#¡VALOR!;
197;Brown Linen Robe;None;231700;#¡VALOR!;
197;Brown Linen Shirt;None;110500;#¡VALOR!;
197;Brown Linen Vest;None;110500;#¡VALOR!;
197;Cenarion Herb Bag;None;2946345;#¡VALOR!;
197;Cindercloth Boots;None;637698;#¡VALOR!;
197;Cindercloth Cloak;None;454179;#¡VALOR!;
197;Cindercloth Gloves;None;359610;#¡VALOR!;
197;Cindercloth Pants;None;525608;#¡VALOR!;
197;Cindercloth Robe;None;415796;#¡VALOR!;
197;Cindercloth Vest;None;431039;#¡VALOR!;
202;Rough Copper Bomb;190000;190348;-0,0348;
197;Cloak of Warding;None;20538948;#¡VALOR!;
197;Colorful Kilt;None;233100;#¡VALOR!;
197;Core Felcloth Bag;None;77208468;#¡VALOR!;
197;Crimson Silk Belt;None;338131;#¡VALOR!;
197;Crimson Silk Cloak;None;1265370;#¡VALOR!;
197;Crimson Silk Gloves;None;1632690;#¡VALOR!;
197;Crimson Silk Pantaloons;None;292936;#¡VALOR!;
197;Crimson Silk Robe;None;524744;#¡VALOR!;
197;Crimson Silk Shoulders;None;1315270;#¡VALOR!;
197;Crimson Silk Vest;None;292936;#¡VALOR!;
171;Elixir of Lion's Strength;10000;13410;-0,341;
197;Double-stitched Woolen Shoulders;None;119900;#¡VALOR!;
197;Dreamweave Circlet;None;3875545;#¡VALOR!;
197;Dreamweave Gloves;None;3543406;#¡VALOR!;
197;Dreamweave Vest;None;5263406;#¡VALOR!;
197;Earthen Silk Belt;None;2115561;#¡VALOR!;
197;Earthen Vest;None;521301;#¡VALOR!;
197;Enchanted Mageweave Pouch;None;799800;#¡VALOR!;
197;Enchanted Runecloth Bag;None;3856943;#¡VALOR!;
197;Enchanter's Cowl;None;1949800;#¡VALOR!;
197;Felcloth Bag;None;12775964;#¡VALOR!;
197;Felcloth Boots;None;2698458;#¡VALOR!;
197;Felcloth Gloves;None;13470480;#¡VALOR!;
197;Felcloth Hood;None;2427033;#¡VALOR!;
197;Felcloth Pants;None;2427033;#¡VALOR!;
197;Felcloth Robe;None;4720808;#¡VALOR!;
197;Felcloth Shoulders;None;3839381;#¡VALOR!;
197;Festive Red Dress;None;1768750;#¡VALOR!;
197;Festive Red Pant Suit;None;1768750;#¡VALOR!;
197;Flarecore Gloves;None;2804768;#¡VALOR!;
197;Flarecore Leggings;None;33139140;#¡VALOR!;
197;Flarecore Mantle;None;6727348;#¡VALOR!;
197;Flarecore Robe;None;40828104;#¡VALOR!;
197;Flarecore Wraps;None;29753868;#¡VALOR!;
171;Minor Rejuvenation Potion;10000;13824;-0,3824;
197;Frostweave Gloves;None;2511687;#¡VALOR!;
197;Frostweave Pants;None;2725974;#¡VALOR!;
197;Frostweave Robe;None;425043;#¡VALOR!;
197;Frostweave Tunic;None;425043;#¡VALOR!;
197;Gaea's Embrace;None;11793327;#¡VALOR!;
197;Ghostweave Belt;None;614187;#¡VALOR!;
197;Ghostweave Gloves;None;685616;#¡VALOR!;
197;Ghostweave Pants;None;678474;#¡VALOR!;
197;Ghostweave Vest;None;928474;#¡VALOR!;
164;Rough Sharpening Stone;5012;9999;-0,4987;
197;Glacial Gloves;None;12400711;#¡VALOR!;
197;Glacial Vest;None;19031425;#¡VALOR!;
197;Glacial Wrists;None;7337854;#¡VALOR!;
197;Gloves of Meditation;None;186500;#¡VALOR!;
171;Elixir of Minor Fortitude;10000;16824;-0,6824;
164;Rough Grinding Stone;13000;19998;-0,6998;
197;Gray Woolen Robe;None;226400;#¡VALOR!;
164;Coarse Grinding Stone;5000;12800;-0,78;
197;Greater Adept's Robe;None;332900;#¡VALOR!;
202;Gold Power Core;31250;40000;-0,875;
197;Green Linen Bracers;None;331500;#¡VALOR!;
197;Green Linen Shirt;None;281600;#¡VALOR!;
197;Green Silk Armor;None;266370;#¡VALOR!;
197;Green Silk Pack;None;591436;#¡VALOR!;
171;Minor Healing Potion;3334;18230;-1,4896;
197;Green Woolen Bag;None;126600;#¡VALOR!;
197;Green Woolen Robe;None;169800;#¡VALOR!;
197;Green Woolen Vest;None;163100;#¡VALOR!;
197;Hands of Darkness;None;369602;#¡VALOR!;
197;Handstitched Linen Britches;None;342200;#¡VALOR!;
197;Heavy Linen Gloves;None;171100;#¡VALOR!;
197;Heavy Woolen Cloak;None;319900;#¡VALOR!;
197;Heavy Woolen Gloves;None;70000;#¡VALOR!;
197;Heavy Woolen Pants;None;233100;#¡VALOR!;
197;Icy Cloak;None;2759798;#¡VALOR!;
197;Inferno Gloves;None;1578284;#¡VALOR!;
202;EZ-Thro Dynamite II;150000;170111;-2,0111;
197;Lesser Wizard's Robe;None;292466;#¡VALOR!;
202;Hi-Explosive Bomb;110000;142120;-3,212;
197;Linen Belt;None;110500;#¡VALOR!;
197;Linen Boots;None;291700;#¡VALOR!;
197;Linen Cloak;None;110500;#¡VALOR!;
202;Mechanical Repair Kit;333333;370111;-3,6778;
197;Mageweave Bag;None;339800;#¡VALOR!;
197;Mantle of the Timbermaw;None;26066660;#¡VALOR!;
202;Small Red Rocket;20000;56905;-3,6905;
197;Mooncloth Bag;None;4285616;#¡VALOR!;
197;Mooncloth Boots;None;16813972;#¡VALOR!;
197;Mooncloth Circlet;None;26535515;#¡VALOR!;
197;Mooncloth Gloves;None;31550276;#¡VALOR!;
197;Mooncloth Leggings;None;16278474;#¡VALOR!;
197;Mooncloth Robe;None;23221702;#¡VALOR!;
171;Dreamless Sleep Potion;699999;743000;-4,3001;
197;Mooncloth Vest;None;16278474;#¡VALOR!;
197;Bolt of Woolen Cloth;6700;51819;-4,5119;
171;Lesser Mana Potion;7500;53434;-4,5934;
197;Pearl-clasped Cloak;None;219900;#¡VALOR!;
197;Phoenix Gloves;None;726198;#¡VALOR!;
197;Phoenix Pants;None;589898;#¡VALOR!;
202;Thorium Widget;250000;304845;-5,4845;
197;Red Linen Bag;None;342200;#¡VALOR!;
197;Red Linen Robe;None;381400;#¡VALOR!;
197;Red Linen Shirt;None;221000;#¡VALOR!;
197;Red Linen Vest;None;281600;#¡VALOR!;
197;Red Mageweave Bag;None;439600;#¡VALOR!;
197;Red Mageweave Gloves;None;379600;#¡VALOR!;
197;Red Mageweave Headband;None;439600;#¡VALOR!;
197;Red Mageweave Pants;None;329700;#¡VALOR!;
197;Red Mageweave Shoulders;None;489500;#¡VALOR!;
197;Red Mageweave Vest;None;329700;#¡VALOR!;
171;Elixir of Greater Defense;166667;225039;-5,8372;
197;Red Woolen Bag;None;126600;#¡VALOR!;
197;Red Woolen Boots;None;296500;#¡VALOR!;
197;Reinforced Linen Cape;None;270900;#¡VALOR!;
197;Reinforced Woolen Shoulders;None;391430;#¡VALOR!;
171;Healing Potion;5000;74737;-6,9737;
197;Robe of Power;None;1075882;#¡VALOR!;
197;Robe of Winter Night;None;17013750;#¡VALOR!;
197;Robe of the Archmage;None;36893288;#¡VALOR!;
197;Robe of the Void;None;25369224;#¡VALOR!;
197;Robes of Arcana;None;339134;#¡VALOR!;
197;Runecloth Bag;None;507043;#¡VALOR!;
202;Silver Contact;16667;87800;-7,1133;
197;Runecloth Boots;None;1035612;#¡VALOR!;
197;Runecloth Cloak;None;585616;#¡VALOR!;
197;Runecloth Gloves;None;535612;#¡VALOR!;
197;Runecloth Headband;None;835616;#¡VALOR!;
197;Runecloth Pants;None;978474;#¡VALOR!;
197;Runecloth Robe;None;657045;#¡VALOR!;
197;Runecloth Shoulders;None;1249899;#¡VALOR!;
197;Runecloth Tunic;None;657045;#¡VALOR!;
197;Runed Stygian Belt;None;3600852;#¡VALOR!;
197;Runed Stygian Boots;None;4753704;#¡VALOR!;
197;Runed Stygian Leggings;None;4022556;#¡VALOR!;
171;Minor Magic Resistance Potion;100000;172503;-7,2503;
197;Shadow Hood;None;2613236;#¡VALOR!;
197;Shadoweave Boots;None;1259694;#¡VALOR!;
197;Shadoweave Gloves;None;874795;#¡VALOR!;
197;Shadoweave Mask;None;979792;#¡VALOR!;
197;Shadoweave Pants;None;419898;#¡VALOR!;
197;Shadoweave Robe;None;419898;#¡VALOR!;
197;Shadoweave Shoulders;None;779796;#¡VALOR!;
197;Silk Headband;None;169802;#¡VALOR!;
197;Simple Black Dress;None;329700;#¡VALOR!;
197;Simple Dress;None;270900;#¡VALOR!;
197;Simple Kilt;None;292300;#¡VALOR!;
197;Simple Linen Boots;None;231100;#¡VALOR!;
197;Simple Linen Pants;None;110500;#¡VALOR!;
197;Small Silk Pack;None;418702;#¡VALOR!;
197;Soft-soled Linen Boots;None;472900;#¡VALOR!;
197;Soul Pouch;None;700692;#¡VALOR!;
202;Handful of Copper Bolts;85715;160000;-7,4285;
197;Spider Silk Slippers;None;242801;#¡VALOR!;
197;Spidersilk Boots;None;1641520;#¡VALOR!;
197;Star Belt;None;784662;#¡VALOR!;
197;Stormcloth Boots;None;743694;#¡VALOR!;
197;Stormcloth Gloves;None;297798;#¡VALOR!;
197;Stormcloth Headband;None;375796;#¡VALOR!;
197;Stormcloth Pants;None;357798;#¡VALOR!;
197;Stormcloth Shoulders;None;503694;#¡VALOR!;
197;Stormcloth Vest;None;426797;#¡VALOR!;
171;Lesser Healing Potion;2000;76932;-7,4932;
171;Elixir of Detect Demon;275000;354336;-7,9336;
197;Bolt of Mageweave;60000;147500;-8,75;
197;Sylvan Crown;None;10012380;#¡VALOR!;
197;Sylvan Shoulders;None;3296186;#¡VALOR!;
197;Sylvan Vest;None;2592378;#¡VALOR!;
197;Truefaith Gloves;None;338902;#¡VALOR!;
197;Truefaith Vestments;None;66143604;#¡VALOR!;
197;Tuxedo Jacket;None;449700;#¡VALOR!;
197;Tuxedo Pants;None;389700;#¡VALOR!;
202;Big Bronze Bomb;150000;237832;-8,7832;
197;White Bandit Mask;None;159800;#¡VALOR!;
197;White Linen Robe;None;281600;#¡VALOR!;
171;Greater Mana Potion;24999;115037;-9,0038;
171;Elixir of the Sages;1000000;1093498;-9,3498;
197;White Wedding Dress;None;499600;#¡VALOR!;
197;White Woolen Dress;None;269600;#¡VALOR!;
197;Wisdom of the Timbermaw;None;4561428;#¡VALOR!;
197;Wizardweave Leggings;None;541832;#¡VALOR!;
197;Wizardweave Robe;None;748048;#¡VALOR!;
197;Wizardweave Turban;None;806904;#¡VALOR!;
197;Woolen Bag;None;70000;#¡VALOR!;
197;Woolen Boots;None;246600;#¡VALOR!;
197;Woolen Cape;None;56600;#¡VALOR!;
164;Rough Bronze Leggings;700000;798000;-9,8;
202;Advanced Target Dummy;None;5009109;#¡VALOR!;
202;Alarm-O-Bot;None;3626104;#¡VALOR!;
171;Elixir of Firepower;1000000;1099040;-9,904;
171;Greater Healing Potion;3799;103222;-9,9423;
171;Greater Stoneshield Potion;1499999;1600499;-10,05;
197;White Linen Shirt;50000;160400;-11,04;
165;Medium Leather;125715;240000;-11,4285;
171;Mana Potion;30000;150970;-12,097;
171;Elixir of Superior Defense;1000000;1132167;-13,2167;
202;Bloodvine Goggles;None;15469308;#¡VALOR!;
202;Bloodvine Lens;None;11269307;#¡VALOR!;
202;Blue Firework;None;43165;#¡VALOR!;
202;Blue Rocket Cluster;None;67037;#¡VALOR!;
202;Bright-Eye Goggles;None;600334;#¡VALOR!;
171;Elixir of Wisdom;10000;149700;-13,97;
171;Goblin Rocket Fuel;1850000;1991707;-14,1707;
165;Heavy Armor Kit;398000;547400;-14,94;
171;Transmute: Life to Earth;500000;663332;-16,3332;
202;Coarse Dynamite;None;143000;#¡VALOR!;
202;Compact Harvest Reaper Kit;None;8720220;#¡VALOR!;
171;Greater Dreamless Sleep Potion;120000;285297;-16,5297;
171;Superior Healing Potion;6766;187164;-18,0398;
202;Core Marksman Rifle;None;31742200;#¡VALOR!;
202;Crafted Heavy Shot;None;1025;#¡VALOR!;
202;Crafted Light Shot;None;1117;#¡VALOR!;
202;Crafted Solid Shot;None;814;#¡VALOR!;
202;Craftsman's Monocle;None;600334;#¡VALOR!;
171;Major Healing Potion;100000;285089;-18,5089;
202;Dark Iron Bomb;None;2221661;#¡VALOR!;
202;Dark Iron Rifle;None;46371762;#¡VALOR!;
202;Deadly Blunderbuss;None;784290;#¡VALOR!;
171;Transmute: Mithril to Truesilver;40740;229500;-18,876;
202;Rose Colored Goggles;480000;689996;-20,9996;
197;Green Silken Shoulders;3500;216470;-21,297;
197;Black Mageweave Gloves;5000;219800;-21,48;
202;Dense Dynamite;None;57492;#¡VALOR!;
202;Major Recombobulator;1000000;1221990;-22,199;
171;Elixir of Shadow Power;1540000;1764500;-22,45;
202;EZ-Thro Dynamite;None;197273;#¡VALOR!;
197;Linen Bag;100000;331500;-23,15;
202;Explosive Arrow;None;6813;#¡VALOR!;
202;Copper Tube;85000;345000;-26;
202;Field Repair Bot 74A;None;4560847;#¡VALOR!;
202;Fire Goggles;None;422672;#¡VALOR!;
202;Firework Cluster Launcher;None;27567132;#¡VALOR!;
202;Firework Launcher;None;7053130;#¡VALOR!;
202;Flame Deflector;None;2499999;#¡VALOR!;
202;Flash Bomb;None;32799;#¡VALOR!;
202;Flawless Arcanite Rifle;None;41314266;#¡VALOR!;
197;Black Mageweave Leggings;7500;269700;-26,22;
171;Elixir of Demonslaying;500000;765418;-26,5418;
202;Gnomish Battle Chicken;None;11798820;#¡VALOR!;
202;Crude Scope;20000;289463;-26,9463;
202;Gnomish Death Ray;None;6987675;#¡VALOR!;
202;Gnomish Goggles;None;1077557;#¡VALOR!;
202;Gnomish Ham Radio;None;4162130;#¡VALOR!;
202;Gnomish Harm Prevention Belt;None;1076875;#¡VALOR!;
202;Practice Lock;49999;329430;-27,9431;
202;Copper Modulator;42749;347430;-30,4681;
202;Unstable Trigger;59998;370111;-31,0113;
202;Gnomish Shrink Ray;None;1786655;#¡VALOR!;
202;Gnomish Universal Remote;None;4059139;#¡VALOR!;
202;"Goblin ""Boom"" Box";None;855604;#¡VALOR!;
202;Goblin Bomb Dispenser;None;5015146;#¡VALOR!;
202;Goblin Construction Helmet;None;1866239;#¡VALOR!;
202;Goblin Dragon Gun;None;10664772;#¡VALOR!;
197;Azure Silk Pants;2500;342836;-34,0336;
171;Elixir of Greater Water Breathing;60000;506611;-44,6611;
202;Salt Shaker;550000;1014074;-46,4074;
202;Goblin Mining Helmet;None;3243663;#¡VALOR!;
202;Goblin Mortar;None;3095282;#¡VALOR!;
202;Goblin Radio;None;4162130;#¡VALOR!;
202;The Big One;999990;1477765;-47,7775;
165;Rugged Leather;49999;540000;-49,0001;
165;Thick Leather;90000;597000;-50,7;
171;Purification Potion;1000000;1525498;-52,5498;
165;Heavy Leather;99500;628575;-52,9075;
202;Green Firework;None;43165;#¡VALOR!;
202;Green Lens;None;2334790;#¡VALOR!;
202;Green Rocket Cluster;None;67037;#¡VALOR!;
202;Green Tinted Goggles;None;2262858;#¡VALOR!;
202;Mithril Casing;143132;688500;-54,5368;
164;Mithril Spurs;550999;1118001;-56,7002;
171;Major Troll's Blood Potion;550000;1130416;-58,0416;
171;Superior Mana Potion;166667;758834;-59,2167;
171;Transmute: Air to Fire;47134;799000;-75,1866;
202;Heavy Dynamite;None;77271;#¡VALOR!;
171;Major Mana Potion;240000;992500;-75,25;
202;Arclight Spanner;47500;960000;-91,25;
164;Lionheart Helm;106999999;107929996;-92,9997;
202;Ice Deflector;None;2200000;#¡VALOR!;
202;Flying Tiger Goggles;1000000;1959998;-95,9998;
164;Green Iron Helm;60000;1131543;-107,1543;
171;Blackmouth Oil;846066;2000004;-115,3938;
202;Large Blue Rocket;None;43165;#¡VALOR!;
202;Large Blue Rocket Cluster;None;33332;#¡VALOR!;
202;Large Copper Bomb;None;338333;#¡VALOR!;
202;Large Green Rocket;None;43165;#¡VALOR!;
202;Large Green Rocket Cluster;None;33332;#¡VALOR!;
202;Large Red Rocket;None;43165;#¡VALOR!;
202;Large Red Rocket Cluster;None;33332;#¡VALOR!;
202;Large Seaforium Charge;None;426222;#¡VALOR!;
202;Lifelike Mechanical Toad;None;1744581;#¡VALOR!;
202;Lil' Smoky;None;9961049;#¡VALOR!;
202;Lovingly Crafted Boomstick;None;2220313;#¡VALOR!;
171;Ghost Dye;50000;1226400;-117,64;
202;Master Engineer's Goggles;None;3950728;#¡VALOR!;
202;Masterwork Target Dummy;None;1403850;#¡VALOR!;
202;Mechanical Dragonling;None;18199086;#¡VALOR!;
171;Elixir of Greater Firepower;2099998;3499001;-139,9003;
171;Transmute: Water to Air;799000;2247500;-144,85;
202;Minor Recombobulator;None;4075872;#¡VALOR!;
202;Mithril Blunderbuss;None;1803951;#¡VALOR!;
164;Mithril Scale Pants;1000000;2754000;-175,4;
171;Transmute: Water to Undeath;299899;2247500;-194,7601;
202;Mithril Gyro-Shot;None;3406;#¡VALOR!;
202;Mithril Heavy-bore Rifle;None;3043666;#¡VALOR!;
202;Mithril Mechanical Dragonling;None;17257948;#¡VALOR!;
202;Explosive Sheep;364999;2494542;-212,9543;
202;Mobile Alarm;None;1769665;#¡VALOR!;
202;Moonsight Rifle;None;5873329;#¡VALOR!;
202;Goblin Land Mine;1398000;3769993;-237,1993;
165;Living Shoulders;880000;3303216;-242,3216;
202;Pet Bombling;None;4837258;#¡VALOR!;
202;Portable Bronze Mortar;None;2611739;#¡VALOR!;
202;Goblin Rocket Boots;9999900;12621331;-262,1431;
171;Flask of Supreme Power;4400000;7610450;-321,045;
202;Red Firework;None;43165;#¡VALOR!;
202;Discombobulator Ray;600000;4951142;-435,1142;
171;Flask of Distilled Wisdom;3000000;7720500;-472,05;
202;Gyrofreeze Ice Reflector;3480000;9158536;-567,8536;
202;Rough Boomstick;None;190715;#¡VALOR!;
202;Gnomish Cloaking Device;9999998;16477642;-647,7644;
202;Rough Dynamite;None;67491;#¡VALOR!;
171;Flask of the Titans;3998000;10968040;-697,004;
202;Shadow Goggles;None;552860;#¡VALOR!;
164;Enchanted Battlehammer;660000;8128486;-746,8486;
202;Silver-plated Shotgun;None;5225886;#¡VALOR!;
202;Small Blue Rocket;None;56905;#¡VALOR!;
202;Small Bronze Bomb;None;479940;#¡VALOR!;
202;Small Green Rocket;None;56905;#¡VALOR!;
165;Ironfeather Shoulders;880000;8452874;-757,2874;
202;Small Seaforium Charge;None;197749;#¡VALOR!;
202;Snake Burst Firework;None;29059;#¡VALOR!;
165;Stormshroud Shoulders;900000;11689388;-1078,9388;
171;Flask of Chromatic Resistance;449999;11990450;-1154,0451;
197;Mooncloth Shoulders;880000;20157045;-1927,7045;
164;Dawnbringer Shoulders;800000;21035334;-2023,5334;
202;Spellpower Goggles Xtreme;None;509996;#¡VALOR!;
202;Spellpower Goggles Xtreme Plus;None;2260393;#¡VALOR!;
202;Standard Scope;None;824442;#¡VALOR!;
202;Steam Tonk Controller;None;674382;#¡VALOR!;
202;Target Dummy;None;364452;#¡VALOR!;
164;Hammer of the Titans;50000000;85707500;-3570,75;
202;The Mortar: Reloaded;None;570833;#¡VALOR!;
202;Hyper-Radiant Flame Reflector;1149999;38920990;-3777,0991;
202;Thorium Rifle;None;4759398;#¡VALOR!;
202;Thorium Shells;None;1249;#¡VALOR!;
165;Blue Dragonscale Shoulders;500000;39236865;-3873,6865;
164;Enchanted Thorium Helm;990000;40435765;-3944,5765;
202;Tranquil Mechanical Yeti;None;6963241;#¡VALOR!;
202;Truesilver Transformer;None;823177;#¡VALOR!;
202;Ultra-Flash Shadow Reflector;2949999;54417352;-5146,7353;
202;Ultrasafe Transporter - Gadgetzan;None;7844910;#¡VALOR!;
197;Bottomless Bag;329999;56086788;-5575,6789;
164;Nightfall;49990000;108404968;-5841,4968;
164;Arcanite Reaper;6000000;77741600;-7174,16;
165;Black Dragonscale Shoulders;880000;122539849;-12165,9849;
